Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close,^VIX Adj Close,^VIX3M Adj Close,SPY Adj Close,IEI Adj Close,SHY Adj Close,BIL Adj Close,UUP Adj Close,FXF Adj Close,FXY Adj Close,VXX Adj Close,GLD Adj Close,TLT Adj Close,EMB Adj Close,IWM Adj Close,DIA Adj Close,SPY Adj Close,EEM Adj Close,VGK Adj Close,REM Adj Close,VNQ Adj Close,DMC Adj Close,GSG Adj Close,GDX Adj Close,BITO Adj Close,LQD Adj Close,IGSB Adj Close,HYG Adj Close
2004-01-30,47.40598678588867,38.289337158203125,29.785404205322266,33.1567497253418,56.72526931762695,16.6299991607666,,78.57679748535156,,60.77631378173828,,,,,,,47.40598678588867,,44.88399124145508,68.02217864990234,78.57682037353516,13.021796226501465,,,,,,,,52.27906036376953,,
2004-02-02,47.30642318725586,38.35944747924805,29.882179260253906,33.16349792480469,56.74079895019531,17.110000610351562,,78.91606903076172,,60.7977294921875,,,,,,,47.30642318725586,,45.0004768371582,68.16464233398438,78.91609191894531,13.024896621704102,,,,,,,,52.26499557495117,,
2004-02-03,47.54706573486328,38.348907470703125,29.87612533569336,33.325225830078125,56.8960075378418,17.34000015258789,,78.78453063964844,,60.8566780090332,,,,,,,47.54706573486328,,44.74810028076172,68.06758880615234,78.78455352783203,12.951994895935059,,,,,,,,52.372894287109375,,
2004-02-04,47.454105377197266,37.99140930175781,29.749120712280273,32.61763381958008,56.90156936645508,17.8700008392334,,78.14059448242188,,60.819828033447266,,,,,,,47.454105377197266,,43.641544342041016,67.8280029296875,78.14053344726562,12.835658073425293,,,,,,,,52.330665588378906,,
2004-02-05,47.26812744140625,38.145633697509766,29.749120712280273,32.7254638671875,56.74079895019531,17.709999084472656,,78.36907958984375,,60.77554702758789,,,,,,,47.26812744140625,,44.049232482910156,68.05457305908203,78.36907196044922,12.831782341003418,,,,,,,,52.241573333740234,,
2004-02-06,47.78767013549805,38.6363525390625,30.04544448852539,33.56110382080078,56.973628997802734,16.0,,79.24842834472656,,60.871395111083984,,,,,,,47.78767013549805,,45.1635627746582,68.6242446899414,79.2484359741211,13.124167442321777,,,,,,,,52.39632034301758,,
2004-02-09,47.929874420166016,38.587249755859375,30.033370971679688,33.6419677734375,57.01240539550781,16.389999389648438,,79.26924896240234,,60.89351272583008,,,,,,,47.929874420166016,,45.25284194946289,68.6954574584961,79.2692642211914,13.313409805297852,,,,,,,,52.61668014526367,,
2004-02-10,47.66189193725586,38.83262634277344,30.093841552734375,33.83067321777344,56.89042282104492,15.9399995803833,,79.52540588378906,,60.81248092651367,,,,,,,47.66189193725586,,45.79643249511719,68.77958679199219,79.52538299560547,13.301775932312012,,,,,,,,52.46194839477539,,
2004-02-11,48.01739501953125,39.155094146728516,30.59579849243164,34.18785095214844,57.11220932006836,15.390000343322754,,80.37017059326172,,60.90829086303711,,,,,,,48.01739501953125,,46.07598114013672,69.52405548095703,80.37015533447266,13.508075714111328,,,,,,,,52.78085708618164,,
2004-02-12,47.81503677368164,39.0499382019043,30.47484588623047,34.06654357910156,57.117759704589844,15.3100004196167,,80.07936096191406,,60.93040084838867,,,,,,,47.81503677368164,,45.76150131225586,69.45929718017578,80.0793685913086,13.501094818115234,,,,,,,,52.68701934814453,,
2004-02-13,48.01739501953125,38.85014724731445,30.353914260864258,33.83067321777344,57.37276077270508,15.579999923706055,,79.71926879882812,,61.01885223388672,,,,,,,48.01739501953125,,45.29168701171875,69.07088470458984,79.71927642822266,13.510404586791992,,,,,,,,52.98719787597656,,
2004-02-17,47.98456954956055,39.2567253112793,30.57767677307129,34.20132827758789,57.234169006347656,15.399999618530273,,80.43940734863281,,60.96723937988281,,,,,,,47.98456954956055,,46.08763122558594,69.5952377319336,80.43939971923828,13.781852722167969,,,,,,,,52.83247375488281,,
2004-02-18,48.050209045410156,39.081478118896484,30.450658798217773,34.06654357910156,57.189815521240234,15.59000015258789,,80.08628845214844,,60.974639892578125,,,,,,,48.050209045410156,,45.74985122680664,69.37517547607422,80.08629608154297,13.59416675567627,,,,,,,,52.71051025390625,,
2004-02-19,48.09941482543945,38.8676643371582,30.55952262878418,33.69588851928711,57.25077438354492,15.800000190734863,,79.78852844238281,,61.00408935546875,,,,,,,48.09941482543945,,44.94223403930664,69.32982635498047,79.78855895996094,13.475502014160156,,,,,,,,52.898101806640625,,
2004-02-20,47.76584243774414,38.748497009277344,30.323659896850586,33.79697799682617,57.073333740234375,16.040000915527344,,79.54618835449219,,60.93779373168945,,,,,,,47.76584243774414,,44.86457061767578,69.06249237060547,79.54621887207031,13.324267387390137,,,,,,,,52.64014434814453,,
